stem_offset	yomi	candidate	freq	left_connection_id	right_connection_id	yomi_len	candidate_len
59458	おてのもの	お手の物	126	190	37	5	4
59469	おてのもの	御手の物	111	190	37	5	4
59480	おてはい	お手配	0	190	104	4	3
59489	おてほん	お手本	142	190	37	4	3
59498	おてほん	御手本	126	190	37	4	3
59507	おてま	お手間	79	190	37	3	3
59516	おてま	御手間	63	190	37	3	3
59525	おてまえ	お手前	142	190	37	4	3
59534	おてまえ	お点前	126	190	37	4	3
59543	おてまえ	御手前	126	190	37	4	3
59552	おてまえ	御点前	111	190	37	4	3
59561	おてもち	お手持ち	0	190	37	4	4
59572	おてもと	お手元	79	190	37	4	3
59581	おてもと	御手元	63	190	37	4	3
59590	おてやわらか	お手柔らか	47	190	120	6	5
59603	おてやわらか	御手柔らか	31	190	120	6	5
59616	おてら	お寺	79	190	37	3	2
59623	おてら	御寺	63	190	37	3	2
59630	おてん	汚点	142	190	37	3	2
59637	おてんき	お天気	222	190	37	4	3
59646	おてんき	御天気	206	190	37	4	3
59655	おてんば	おてんば	142	190	37	4	4
59658	おてんば	おてんば	142	190	120	4	4
59661	おてんば	お転婆	126	190	37	4	3
59670	おてんば	お転婆	126	190	120	4	3
59679	おで	お出	0	190	37	2	2
59686	おでい	汚泥	79	190	37	3	2
59693	おでかけ	お出掛け	142	190	104	4	4
59704	おでかけ	お出かけ	126	190	104	4	4
59715	おでかけ	おでかけ	111	190	104	4	4
59718	おでかけ	御出掛け	95	190	104	4	4
59729	おでき	おでき	79	190	37	3	3
59732	おでき	オデキ	63	190	37	3	3
59735	おでこ	おでこ	142	190	37	3	3
59738	おでし	お弟子	79	190	37	3	3
59747	おでし	御弟子	63	190	37	3	3
59756	おでっせい	オデッセイ	0	190	45	5	5
59759	おでむかえ	お出迎え	0	190	101	5	4
59770	おでん	おでん	142	190	37	3	3
59773	おでんわ	お電話	142	190	100	4	3
59782	おでんわ	御電話	126	190	100	4	3
59791	おと	落と	222	190	87	2	2
59798	おと	音	222	190	37	2	1
59803	おと	おと	206	190	87	2	2
59806	おと	劣	142	190	92	2	1
59811	おといあわせ	お問い合わせ	222	190	100	6	6
59826	おといあわせ	御問い合わせ	206	190	100	6	6
59841	おといれ	おトイレ	79	190	37	4	4
59852	おといれ	御トイレ	63	190	37	4	4
59863	おとうさま	お父様	253	190	37	5	3
59872	おとうさま	御父様	238	190	37	5	3
59881	おとうさん	お父さん	253	190	44	5	4
59892	おとうさん	御父さん	238	190	44	5	4
59903	おとうさん	おとうさん	0	190	37	5	5
59906	おとうさんたら	お父さんたら	253	190	209	7	6
59921	おとうさんたら	御父さんたら	238	190	209	7	6
59936	おとうさんてば	お父さんてば	253	190	215	7	6
59951	おとうさんてば	御父さんてば	238	190	215	7	6
59966	おとうちゃん	お父ちゃん	47	190	44	6	5
59979	おとうちゃん	御父ちゃん	31	190	44	6	5
59992	おとうちゃんたら	お父ちゃんたら	47	190	209	8	7
60009	おとうちゃんたら	御父ちゃんたら	31	190	209	8	7
60026	おとうちゃんてば	お父ちゃんてば	47	190	215	8	7
60043	おとうちゃんてば	御父ちゃんてば	31	190	215	8	7
60060	おとうと	弟	222	190	42	4	1
60065	おとうと	おとうと	0	190	37	4	4
60068	おとうとたち	弟たち	0	190	37	6	3
60077	おとうふ	お豆腐	79	190	37	4	3
60086	おとうふ	御豆腐	63	190	37	4	3
60095	おとおり	お通り	0	190	103	4	3
60104	おとぎ	おとぎ	0	190	37	3	3
60107	おとぎぞうし	お伽草子	126	190	37	6	4
60118	おとぎぞうし	御伽草子	111	190	37	6	4
60129	おとぎばなし	おとぎ話	63	190	37	6	4
60140	おとぎばなし	お伽噺	0	190	37	6	3
60149	おとく	お得	0	190	120	3	2
60156	おとく	お徳	0	190	120	3	2
60163	おとくい	お得意	79	190	37	4	3
60172	おとくい	御得意	63	190	37	4	3
60181	おとくいさき	お得意先	79	190	37	6	4
60192	おとくいさき	御得意先	63	190	37	6	4
60203	おとくいさま	お得意様	79	190	37	6	4
60214	おとくいさま	御得意様	63	190	37	6	4
60225	おとくかん	お得感	0	190	37	5	3
60234	おとくよう	お徳用	79	190	37	5	3
60243	おとこ	男	222	190	37	3	1
60248	おとこぎ	男気	142	190	37	4	2
60255	おとこぎらい	男嫌い	47	190	37	6	3
60264	おとこごころ	男心	126	190	37	6	2
60271	おとこざかり	男盛り	63	190	37	6	3
60280	おとこじょたい	男所帯	126	190	37	7	3
60289	おとこずき	男好き	47	190	101	5	3
60298	おとこで	男手	79	190	37	4	2
60305	おとこともだち	男友達	0	190	37	7	3
60314	おとこなき	男泣き	63	190	101	5	3
60323	おとこのこ	男の子	126	190	37	5	3
60332	おとこまえ	男前	126	190	37	5	2
60339	おとこまさり	男勝り	126	190	37	6	3
60348	おとこまさり	男勝り	126	190	120	6	3
60357	おとこもの	男物	126	190	37	5	2
